127.0.0.1 - - [09/Apr/2025:13:42:15 -0300] "GET / HTTP/1.1" 404 763
127.0.0.1 - - [09/Apr/2025:15:02:55 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 822
127.0.0.1 - - [09/Apr/2025:15:02:55 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:02:55 -0300] "GET /favicon.ico HTTP/1.1" 404 774
127.0.0.1 - - [09/Apr/2025:15:02:56 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:03:10 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1022
127.0.0.1 - - [09/Apr/2025:15:03:10 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 843
127.0.0.1 - - [09/Apr/2025:15:03:10 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:03:10 -0300] "GET /favicon.ico HTTP/1.1" 404 774
127.0.0.1 - - [09/Apr/2025:15:03:10 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:03:15 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1022
127.0.0.1 - - [09/Apr/2025:15:03:15 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 844
127.0.0.1 - - [09/Apr/2025:15:03:15 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:03:16 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:03:24 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1022
127.0.0.1 - - [09/Apr/2025:15:03:24 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 844
127.0.0.1 - - [09/Apr/2025:15:03:24 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:03:24 -0300] "GET /favicon.ico HTTP/1.1" 404 774
127.0.0.1 - - [09/Apr/2025:15:03:24 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:03:40 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1022
127.0.0.1 - - [09/Apr/2025:15:03:41 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 843
127.0.0.1 - - [09/Apr/2025:15:03:41 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:03:41 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:03:42 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1022
127.0.0.1 - - [09/Apr/2025:15:03:42 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 304 -
127.0.0.1 - - [09/Apr/2025:15:06:50 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1134
127.0.0.1 - - [09/Apr/2025:15:06:50 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 843
127.0.0.1 - - [09/Apr/2025:15:06:50 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:06:51 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:06:54 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1134
127.0.0.1 - - [09/Apr/2025:15:06:54 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 843
127.0.0.1 - - [09/Apr/2025:15:06:54 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:06:54 -0300] "GET /favicon.ico HTTP/1.1" 404 774
127.0.0.1 - - [09/Apr/2025:15:06:55 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:07:20 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1134
127.0.0.1 - - [09/Apr/2025:15:07:20 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 843
127.0.0.1 - - [09/Apr/2025:15:07:20 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:07:20 -0300] "GET /favicon.ico HTTP/1.1" 404 774
127.0.0.1 - - [09/Apr/2025:15:07:20 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:08:38 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1133
127.0.0.1 - - [09/Apr/2025:15:08:39 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 843
127.0.0.1 - - [09/Apr/2025:15:08:39 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:08:39 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:08:40 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:10:43 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1149
127.0.0.1 - - [09/Apr/2025:15:10:44 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 891
127.0.0.1 - - [09/Apr/2025:15:10:44 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:10:44 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:10:44 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:11:08 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1149
127.0.0.1 - - [09/Apr/2025:15:11:08 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 891
127.0.0.1 - - [09/Apr/2025:15:11:08 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:11:08 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:11:09 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:12:05 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1149
127.0.0.1 - - [09/Apr/2025:15:12:06 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 934
127.0.0.1 - - [09/Apr/2025:15:12:06 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:12:06 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:12:06 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:14:52 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1180
127.0.0.1 - - [09/Apr/2025:15:14:52 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 966
127.0.0.1 - - [09/Apr/2025:15:14:52 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:14:52 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:14:52 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:15:01 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1228
127.0.0.1 - - [09/Apr/2025:15:15:01 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 966
127.0.0.1 - - [09/Apr/2025:15:15:01 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:15:01 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:15:01 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:15:39 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1228
127.0.0.1 - - [09/Apr/2025:15:15:39 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1021
127.0.0.1 - - [09/Apr/2025:15:15:39 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:15:39 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:15:40 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:17:08 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1228
127.0.0.1 - - [09/Apr/2025:15:17:08 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1113
127.0.0.1 - - [09/Apr/2025:15:17:08 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:17:08 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:17:09 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:17:43 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1228
127.0.0.1 - - [09/Apr/2025:15:17:43 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1188
127.0.0.1 - - [09/Apr/2025:15:17:43 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:17:43 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:17:44 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:19:37 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1255
127.0.0.1 - - [09/Apr/2025:15:19:37 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1180
127.0.0.1 - - [09/Apr/2025:15:19:37 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:19:37 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:19:38 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:23:27 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1255
127.0.0.1 - - [09/Apr/2025:15:23:28 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1295
127.0.0.1 - - [09/Apr/2025:15:23:28 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:23:28 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:23:28 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:24:10 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1255
127.0.0.1 - - [09/Apr/2025:15:24:10 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1305
127.0.0.1 - - [09/Apr/2025:15:24:10 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:24:10 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:24:11 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:25:19 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1255
127.0.0.1 - - [09/Apr/2025:15:25:19 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1306
127.0.0.1 - - [09/Apr/2025:15:25:19 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:25:19 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:25:20 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:26:50 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1255
127.0.0.1 - - [09/Apr/2025:15:26:50 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1306
127.0.0.1 - - [09/Apr/2025:15:26:50 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:26:50 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:26:51 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:28:44 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1317
127.0.0.1 - - [09/Apr/2025:15:28:45 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1524
127.0.0.1 - - [09/Apr/2025:15:28:45 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:28:45 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:28:45 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:29:44 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1317
127.0.0.1 - - [09/Apr/2025:15:29:44 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1524
127.0.0.1 - - [09/Apr/2025:15:29:44 -0300] "GET /favicon.ico HTTP/1.1" 404 774
127.0.0.1 - - [09/Apr/2025:15:30:09 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1317
127.0.0.1 - - [09/Apr/2025:15:30:09 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1617
127.0.0.1 - - [09/Apr/2025:15:30:09 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:30:09 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:30:09 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:30:12 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1317
127.0.0.1 - - [09/Apr/2025:15:30:12 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 304 -
127.0.0.1 - - [09/Apr/2025:15:30:55 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1317
127.0.0.1 - - [09/Apr/2025:15:30:55 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 304 -
127.0.0.1 - - [09/Apr/2025:15:32:12 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1317
127.0.0.1 - - [09/Apr/2025:15:32:13 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1617
127.0.0.1 - - [09/Apr/2025:15:32:13 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:32:13 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:32:13 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:35:55 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1329
127.0.0.1 - - [09/Apr/2025:15:35:56 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1617
127.0.0.1 - - [09/Apr/2025:15:35:56 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:35:56 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:35:56 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:38:47 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1329
127.0.0.1 - - [09/Apr/2025:15:38:47 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1634
127.0.0.1 - - [09/Apr/2025:15:38:48 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:38:48 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:38:48 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:39:19 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1329
127.0.0.1 - - [09/Apr/2025:15:39:20 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1641
127.0.0.1 - - [09/Apr/2025:15:39:20 -0300] "GET /favicon.ico HTTP/1.1" 404 774
127.0.0.1 - - [09/Apr/2025:15:40:02 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1329
127.0.0.1 - - [09/Apr/2025:15:40:02 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1641
127.0.0.1 - - [09/Apr/2025:15:40:02 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:40:02 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:40:02 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:42:14 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1329
127.0.0.1 - - [09/Apr/2025:15:42:15 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1641
127.0.0.1 - - [09/Apr/2025:15:42:15 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:42:15 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:15:42:15 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:15:45:59 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1329
127.0.0.1 - - [09/Apr/2025:15:46:00 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 304 -
127.0.0.1 - - [09/Apr/2025:15:46:00 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1640
26.151.83.58 - - [09/Apr/2025:15:47:05 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1329
26.151.83.58 - - [09/Apr/2025:15:47:05 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1640
26.151.83.58 - - [09/Apr/2025:15:47:05 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
26.151.83.58 - - [09/Apr/2025:15:47:05 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
26.255.42.236 - - [09/Apr/2025:15:47:23 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1329
26.255.42.236 - - [09/Apr/2025:15:47:23 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1640
26.255.42.236 - - [09/Apr/2025:15:47:23 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
26.255.42.236 - - [09/Apr/2025:15:47:23 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
26.255.42.236 - - [09/Apr/2025:15:49:39 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1329
26.255.42.236 - - [09/Apr/2025:15:49:39 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1640
26.255.42.236 - - [09/Apr/2025:15:49:39 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 304 -
26.255.42.236 - - [09/Apr/2025:15:49:39 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
26.151.83.58 - - [09/Apr/2025:15:49:57 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1329
26.151.83.58 - - [09/Apr/2025:15:49:57 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1658
26.151.83.58 - - [09/Apr/2025:15:50:06 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1329
26.151.83.58 - - [09/Apr/2025:15:50:06 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1658
26.151.83.58 - - [09/Apr/2025:15:50:06 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
26.151.83.58 - - [09/Apr/2025:15:50:06 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
26.151.83.58 - - [09/Apr/2025:15:50:07 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
26.255.42.236 - - [09/Apr/2025:15:51:26 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1329
26.255.42.236 - - [09/Apr/2025:15:51:26 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1658
26.255.42.236 - - [09/Apr/2025:15:51:26 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 304 -
26.255.42.236 - - [09/Apr/2025:15:51:26 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:16:59:03 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1384
127.0.0.1 - - [09/Apr/2025:16:59:03 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1703
127.0.0.1 - - [09/Apr/2025:16:59:03 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:16:59:03 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:16:59:04 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:16:59:06 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1384
127.0.0.1 - - [09/Apr/2025:16:59:06 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 304 -
127.0.0.1 - - [09/Apr/2025:16:59:06 -0300] "GET /favicon.ico HTTP/1.1" 404 774
127.0.0.1 - - [09/Apr/2025:16:59:11 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1384
127.0.0.1 - - [09/Apr/2025:16:59:11 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1703
127.0.0.1 - - [09/Apr/2025:16:59:15 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1384
127.0.0.1 - - [09/Apr/2025:16:59:15 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1703
127.0.0.1 - - [09/Apr/2025:16:59:15 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:16:59:15 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:16:59:15 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:01:29 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1433
127.0.0.1 - - [09/Apr/2025:17:01:30 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1703
127.0.0.1 - - [09/Apr/2025:17:01:30 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:01:30 -0300] "GET /vinheriaAgnello/content/img/pexels-cottonbro-3171815%201.png HTTP/1.1" 200 1447243
127.0.0.1 - - [09/Apr/2025:17:01:30 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
127.0.0.1 - - [09/Apr/2025:17:01:59 -0300] "GET /vinheriaAgnello/index.jsp HTTP/1.1" 200 1433
127.0.0.1 - - [09/Apr/2025:17:01:59 -0300] "GET /vinheriaAgnello/content/style.css HTTP/1.1" 200 1719
127.0.0.1 - - [09/Apr/2025:17:01:59 -0300] "GET /vinheriaAgnello/content/img/logo-vinheria.png HTTP/1.1" 200 17881
